text,label
"Fine-tuning large language models using PyTorch, DeepSpeed, and custom NLP datasets for text generation. Guide: https://pytorch.org/tutorials/","Inteligencia artificial"
"Limpieza de datos faltantes (NaN) y análisis exploratorio (EDA) con la librería Pandas de Python y visualización con Seaborn.","Data Science"
"Entrenamiento de modelos predictivos de regresión lineal y árboles de decisión (Decision Trees) para analizar tendencias de ventas del mercado.","Data Science"
"Construcción de pipelines ETL complejos para limpiar, transformar y cargar datos estructurados en data warehouses como AWS Redshift.","Data Science"
"Uso de algoritmos de clustering K-Means para segmentación de clientes a partir de datos estadísticos históricos en Jupyter Notebooks.","Data Science"
"Using Pandas, NumPy, and Scikit-Learn to build data visualization dashboards and predictive pipelines. Details at https://scikit-learn.org/stable/","Data Science"
"Auditoría de seguridad y pruebas de penetración (pentesting) en redes corporativas usando Kali Linux y Metasploit. Alertas enviadas a security@company.com.","Ciberseguridad"
"Mitigación de vulnerabilidades web comunes listadas en el OWASP Top 10, como Inyección SQL (SQLi) y Cross-Site Scripting (XSS) o inyección de código. 🚨","Ciberseguridad"
"Implementación de protocolos de cifrado simétrico y asimétrico (AES, RSA) para la transferencia segura de datos sensibles.","Ciberseguridad"
"Configuración de firewall y firewalls avanzados (p.ej. pfsense) y sistemas de detección de intrusos (IDS) para proteger infraestructura crítica.","Ciberseguridad"
"Defending enterprise networks against malware, phishing attacks, and zero-day security vulnerabilities. Report issues to abuse@secure-net.org.","Ciberseguridad"
"Diseño de interfaz móvil en Figma e implementación con Flutter y Material Design. Ver prototipo interactivo en https://figma.com/file/123.","Frontend"
"Maquetación web con HTML semántico, CSS Variables y preprocesadores como SASS para estructurar estilos limpios.","Frontend"
"Desarrollo frontend utilizando SvelteKit, integrando componentes dinámicos y consumo de APIs de terceros.","Frontend"
"Implementación de Server-Side Rendering (SSR) y Static Site Generation (SSG) en Next.js para mejorar SEO.","Frontend"
"Building a clean user interface with React Native for Android and iOS devices. Check https://reactnative.dev.","Frontend"
"Configuración de un pool de conexiones en Node con pg-pool y optimización de índices en bases de datos relacionales SQL.","Backend"
"Creación de endpoints seguros para autenticación de usuarios utilizando JSON Web Tokens (JWT) y bcrypt en Express.","Backend"
"Desarrollo de servicios backend utilizando Django REST Framework y base de datos SQLite para entornos de desarrollo.","Backend"
"Implementación de WebSockets para comunicación bidireccional en tiempo real utilizando socket.io y Node.js.","Backend"
"Developing enterprise backend microservices with C# .NET Core, Docker containers, and SQL Server.","Backend"
"Entrenamiento de modelos de Machine Learning (regresión logística, random forest) usando Scikit-Learn para predecir fraude financiero.","Inteligencia artificial"
"Implementación de procesamiento de lenguaje natural (NLP) con SpaCy para clasificación y extracción de entidades.","Inteligencia artificial"
"Desarrollo de un clasificador de spam en correos electrónicos utilizando Naive Bayes multinomial en Python.","Inteligencia artificial"
"Uso de visión artificial con OpenCV para detectar rostros y gestos faciales en tiempo real a través de la webcam.","Inteligencia artificial"
"Deploying computer vision models to edge devices using TensorFlow Lite and ONNX Runtime. Details: https://onnx.ai.","Inteligencia artificial"
"Visualización interactiva de datos geográficos utilizando librerías como Folium y análisis espacial en Python.","Data Science"
"Creación de reportes automáticos y dashboards dinámicos de análisis de datos utilizando Streamlit y Plotly.","Data Science"
"Aplicación de imputación de datos nulos y normalización de variables numéricas antes de entrenar clasificadores.","Data Science"
"Análisis de series de tiempo para predicción de stock utilizando modelos ARIMA y Prophet de Facebook.","Data Science"
"Performing statistical analysis on customer churn data using statsmodels and Jupyter Notebooks.","Data Science"
"Análisis forense digital tras incidentes de seguridad y recuperación de logs comprometidos en servidores Linux.","Ciberseguridad"
"Implementación de autenticación de dos factores (2FA / MFA) y políticas de contraseñas seguras a nivel corporativo.","Ciberseguridad"
"Protección de APIs mediante limitación de tasa (rate limiting) y cabeceras de seguridad HTTP (Helmet, CORS).","Ciberseguridad"
"Escaneo automatizado de puertos y detección de servicios activos con Nmap y análisis de vulnerabilidades Nessus.","Ciberseguridad"
"Securing cloud infrastructure on AWS and OCI by configuring security groups, IAM policies, and VPCs.","Ciberseguridad"
"Desarrollo de interfaces de usuario utilizando Next.js, React Server Components y Tailwind CSS para diseño fluido.","Frontend"
"Creación de animaciones web optimizadas utilizando la librería Framer Motion y CSS keyframes en React.","Frontend"
"Maquetación responsiva usando Web Components nativos, Shadow DOM y custom elements en vanilla JavaScript.","Frontend"
"Configuración de bundles optimizados con Vite, esbuild y code-splitting para reducir el peso de carga inicial.","Frontend"
"Implementación de accesibilidad web (WAI-ARIA) y navegación por teclado en un formulario complejo de React.","Frontend"
"Estructuración de controladores y servicios en Express utilizando TypeScript y arquitectura hexagonal.","Backend"
"Optimización del rendimiento de la base de datos MySQL mediante creación de índices y análisis de planes de ejecución EXPLAIN.","Backend"
"Configuración de una pasarela de pagos segura (Stripe API) en un servidor NestJS con validación de Webhooks.","Backend"
"Implementación de caché distribuido utilizando Redis en un cluster de microservicios de Spring Boot.","Backend"
"Desarrollo de Workers en segundo plano para procesamiento de tareas pesadas en Node.js usando la librería BullMQ.","Backend"
"Construcción de un pipeline de fine-tuning para Whisper en tareas de reconocimiento de voz y transcripción automática.","Inteligencia artificial"
"Desarrollo de sistemas de recomendación basados en embeddings y similitud de coseno utilizando bases de datos vectoriales.","Inteligencia artificial"
"Implementación de redes neuronales recurrentes (LSTM) para análisis de sentimientos en textos largos de Twitter.","Inteligencia artificial"
"Uso de YOLOv8 para la detección en tiempo real de vehículos y peatones en secuencias de video de alta definición.","Inteligencia artificial"
"Entrenamiento de modelos de difusión (Stable Diffusion) para la generación personalizada de imágenes artísticas.","Inteligencia artificial"
"Limpieza avanzada de datasets inconsistentes manejando duplicados, imputación por vecinos más cercanos (KNN) y escalado de características.","Data Science"
"Análisis de correlación de variables utilizando coeficientes de Pearson y visualización de mapas de calor con Seaborn.","Data Science"
"Implementación de pipelines de clasificación utilizando Random Forest y evaluación por validación cruzada (K-Fold Cross Validation).","Data Science"
"Extracción de insights comerciales y análisis descriptivo a partir de consultas complejas de agregación con Pandas.","Data Science"
"Optimización de hiperparámetros utilizando GridSearchCV para modelos de regresión XGBoost en Jupyter Notebooks.","Data Science"
"Configuración de políticas de seguridad CSP (Content Security Policy) para mitigar inyecciones XSS y clickjacking.","Ciberseguridad"
"Análisis de tráfico de red capturado en formato PCAP utilizando Wireshark para detectar intrusiones o malware.","Ciberseguridad"
"Implementación de tokens CSRF y cabeceras de autorización Bearer JWT para securizar la comunicación entre clientes y servidores.","Ciberseguridad"
"Detectar ataque o ataques de denegación de servicio (DDoS) o inyecciones de código malicioso en el firewall.","Ciberseguridad"
"Auditoría de código estático (SAST) utilizando herramientas como SonarQube para detectar vulnerabilidades en el código fuente.","Ciberseguridad"
